"代码","名称","备注","涨幅","时间"
"111","****","英伟达液冷测试设备供货商；专业视音频显控技术方案提供商，自研","-7.14%","20251015"
"111","****","国内最大的甲硝唑原料药生产企业，2-甲基-5-硝基咪唑、乙二","5.01%","20251015"
"111","****","全球毛纺隐形冠军，羊毛羊绒双轮驱动。","-1.75%","20251015"
"111","****","主营时尚女鞋业务，采用多品牌、全产业链纵向一体化的运营模式","6.31%","20251015"
"111","****","上海电气核岛主设备国内综合市场占有率持续居于行业第一，生产世","-1.28%","20251015"
"111","****","全球前十大厂商占据光纤光缆市场88.2%的市场份额，其中长飞","-0.41%","20251016"
"111","****","全球唯一集“光通信系统、光纤光缆、光电子器件”光通信三大战略","1.41%","20251016"
"111","****","深圳国资委旗下，业务覆盖光纤光缆、智能网络及军工信息化等领域","-2.41%","20251016"
"111","****","中国第一家同时主导制定线缆及连接器国际标准的民营企业","-2.3%","20251016"
"111","****","以太网交换机市场份额31.1%、服务器市场份额12.6%","-0.67%","20251016"
"111","****","交换机、无线产品、云桌面等多个领域市场排名靠前","-0.9%","20251016"
"111","****","中兴通讯在电信市场服务器份额第一，公司拥有全系列服务器产品","7.2%","20251016"
"111","****","锐捷在国内数据中心交换机市场份额为19.2%，位列第三","0.03%","20251016"
"111","****","公司深耕数通、网通、汽车电子及EMS等产品线，相关产品出","-3.49%","20251016"
"111","****","公司连续十八年入选“中国光器件与辅助设备及原材料最具竞争力企","0.55%","20251016"
"111","****","800G、1.6T模块加速释放","0.67%","20251016"
"111","****","武汉国资委旗下，激光产业的知名高科技公司，光模块业务全球第八","0.73%","20251016"
"111","****","“现金奶牛”收益稳健，数据资源入表带来估值提升空间","0.44%","20251016"
"111","****","公司是全球网络规模第一、客户规模第一、收入规模第一的通信信息","0.64%","20251016"
"111","****","国内综合规模TOP3的第三方数据中心运营商","-1.24%","20251016"
"111","****","子公司森华易腾深耕数据中心20+年，收购金云公司扩大资源优势","-1.8%","20251016"
"111","****","先后落地“中国移动扬州智算中心项目”与“中国电信江北仪征智算","-2.04%","20251016"
"111","****","公司是国内大规模的数据中心运营商之一","-2.25%","20251016"
"111","****","南凌科技在中国SASE市场稳居第四位","0.45%","20251016"
"111","****","林业产业一体化经营的企业","-3.47%","20251016"
"111","****","全球毛纺隐形冠军，羊毛羊绒双轮驱动。","-4.19%","20251016"
"111","****","上海电气核岛主设备国内综合市场占有率持续居于行业第一，生产世","-3.7%","20251016"
"111","****","电磁发射系统成套设备龙头制造商，公司特种发射相关的产品技术与","-4.04%","20251016"
"111","****","国内最大的甲硝唑原料药生产企业，2-甲基-5-硝基咪唑、乙二","-0.8%","20251016"
"111","****","国内领先的软件与信息技术服务商，华为鸿蒙核心合作伙伴","2.56%","20251016"
"111","****","从事电线电缆、高分子材料、汽车充电设备的研发生产。超高压绝缘","2.09%","20251016"
"111","****","公司在NORFlash领域全球市占率第二，达23%。","3.03%","20251016"
"111","****","主营电子元器件产品分销，拥有拥有SK海力士、联发科及","16.7%","20251016"
"111","****","公司已形成信号链和电源管理器两大类别上百款产品，并广泛应用于","-1.81%","20251016"
"111","****","HVDC电源领先，HVDC有望逐渐取代UPS","-0.96%","20251016"
"111","****","数据中心、通信电源领先","4.46%","20251016"
"111","****","国产高功率服务器电源龙头企业","0.24%","20251016"
"111","****","HVDC电源领先，HVDC有望逐渐取代UPS","-0.96%","20251016"
"111","****","2025年出海销量持续超预期","-0.13%","20251016"
"111","****","从事电线电缆、高分子材料、汽车充电设备的研发生产。超高压绝缘","2.09%","20251016"
"111","****","全球蜂窝物联网模组龙头，份额全球第一，布局物联网解决方案及车","-1.99%","20251016"
"111","****","中兴通讯在电信市场服务器份额第一，公司拥有全系列服务器产品","7.2%","20251016"
"111","****","HVDC电源领先，HVDC有望逐渐取代UPS","-0.96%","20251016"
"111","****","HVDC电源领先，HVDC有望逐渐取代UPS","-0.96%","20251016"
"111","****","2025年出海销量持续超预期","-0.13%","20251016"
"111","****","从事电线电缆、高分子材料、汽车充电设备的研发生产。超高压绝缘","2.09%","20251016"
"111","****","HVDC电源领先，HVDC有望逐渐取代UPS","-0.96%","20251016"
"111","****","公司在NORFlash领域全球市占率第二，达23%。","3.03%","20251016"
"111","****","主营电子元器件产品分销，拥有拥有SK海力士、联发科及","16.7%","20251016"
"111","****","公司已形成信号链和电源管理器两大类别上百款产品，并广泛应用于","-1.81%","20251016"
"111","****","HVDC电源领先，HVDC有望逐渐取代UPS","-0.96%","20251016"
"111","****","数据中心、通信电源领先","4.46%","20251016"
"111","****","国产高功率服务器电源龙头企业","0.24%","20251016"
"111","****","通用汽油机点火器在全球市场占有率排名第一数码变频发电机变流","-5.18%","20251016"
"111","****","以军工业务为主，在国防光电测控领域领先地位。大股东长春光机所","-4.02%","20251016"
"111","****","HVDC电源领先，HVDC有望逐渐取代UPS","-0.96%","20251016"
"111","****","数据中心、通信电源领先","4.46%","20251016"
"111","****","数据中心用柴油发电机组市占率国内第三，15%","-2.24%","20251016"
"111","****","国产高功率服务器电源龙头企业","0.24%","20251016"
"111","****","双金属带锯条市占率国内第一，世界第三，收购雅达进军电源业务","-1.59%","20251016"
"111","****","中国电子信息集团旗下;国产CPU出货量国内第一","-3.27%","20251016"
"111","****","公司发货量有望达到40-50GWh","7.66%","20251016"
"111","****","全球毛纺隐形冠军，羊毛羊绒双轮驱动。","-4.19%","20251016"
"111","****","主营时尚女鞋业务，采用多品牌、全产业链纵向一体化的运营模式","1.03%","20251016"
"111","****","国内领先的软件与信息技术服务商，华为鸿蒙核心合作伙伴","2.56%","20251016"
"111","****","A股最大的参股上海微电子的企业，产业园区开发与股权投资并行发","-1.57%","20251016"
"111","****","公司连续十八年入选“中国光器件与辅助设备及原材料最具竞争力企","0.55%","20251016"
"111","****","中国电子信息集团旗下;国产CPU出货量国内第一","-3.27%","20251016"
"111","****","创新型水环境服务商，先进技术应用、技术集成模式创新等行业前列","-2.14%","20251016"
"111","****","林业产业一体化经营的企业","-3.47%","20251016"
"111","****","HVDC电源领先，HVDC有望逐渐取代UPS","-9.99%","20251017"
"111","****","公司在NORFlash领域全球市占率第二，达23%。","-3.32%","20251017"
"111","****","主营电子元器件产品分销，拥有拥有SK海力士、联发科及","-3.95%","20251017"
"111","****","公司已形成信号链和电源管理器两大类别上百款产品，并广泛应用于","-4.52%","20251017"
"111","****","服务器出货量全球第二，存储装机容量全球第三，人工智能服务器销","-4.45%","20251017"
"111","****","主营建筑业务，实控人控股华鲲振宇有注入预期","-3.92%","20251017"
"111","****","全球唯一集“光通信系统、光纤光缆、光电子器件”光通信三大战略","-4.02%","20251017"
"111","****","神州鲲泰服务器为鲲鹏领先级合作伙伴昇腾优选级合作伙伴","-4.35%","20251017"
"111","****","国内领先的软件与信息技术服务商，华为鸿蒙核心合作伙伴","-4.28%","20251017"
"111","****","国产高端处理器龙头，国内为数不多同时具备高端通用处理器（CP","-2.04%","20251017"
"111","****","英伟达液冷测试设备供货商；专业视音频显控技术方案提供商，自研","-4.21%","20251017"
"111","****","主营电子元器件产品分销，拥有拥有SK海力士、联发科及","-3.95%","20251017"
"111","****","中兴通讯在电信市场服务器份额第一，公司拥有全系列服务器产品","-9.99%","20251017"
"111","****","A股最大的参股上海微电子的企业，产业园区开发与股权投资并行发","-6.05%","20251017"
"111","****","CPU国内生态体系完善度第三，推出了自主指令系统龙架构","-5.1%","20251017"
"111","****","公司已拥有8种40余款嵌入式CPU内核，汽车电子","-6.14%","20251017"
"111","****","公司在NORFlash领域全球市占率第二，达23%。","-3.32%","20251017"
"111","****","公司是国内大规模的数据中心运营商之一","-2.77%","20251017"
"111","****","林业产业一体化经营的企业","0%","20251017"
"111","****","全球毛纺隐形冠军，羊毛羊绒双轮驱动。","1.19%","20251017"
"111","****","通用汽油机点火器在全球市场占有率排名第一数码变频发电机变流","-6.51%","20251017"
"111","****","以军工业务为主，在国防光电测控领域领先地位。大股东长春光机所","-5.38%","20251017"
"111","****","全球前十大厂商占据光纤光缆市场88.2%的市场份额，其中长飞","-3.57%","20251017"
"111","****","全球唯一集“光通信系统、光纤光缆、光电子器件”光通信三大战略","-4.02%","20251017"
"111","****","深圳国资委旗下，业务覆盖光纤光缆、智能网络及军工信息化等领域","-1.4%","20251017"
"111","****","中国第一家同时主导制定线缆及连接器国际标准的民营企业","-5.38%","20251017"
"111","****","以太网交换机市场份额31.1%、服务器市场份额12.6%","-4.07%","20251017"
"111","****","交换机、无线产品、云桌面等多个领域市场排名靠前","1.44%","20251017"
"111","****","中兴通讯在电信市场服务器份额第一，公司拥有全系列服务器产品","-9.99%","20251017"
"111","****","锐捷在国内数据中心交换机市场份额为19.2%，位列第三","-6.5%","20251017"
"111","****","公司深耕数通、网通、汽车电子及EMS等产品线，相关产品出","-4.39%","20251017"
"111","****","公司连续十八年入选“中国光器件与辅助设备及原材料最具竞争力企","-2.75%","20251017"
"111","****","800G、1.6T模块加速释放","-2.6%","20251017"
"111","****","武汉国资委旗下，激光产业的知名高科技公司，光模块业务全球第八","-4.27%","20251017"
"111","****","“现金奶牛”收益稳健，数据资源入表带来估值提升空间","1.17%","20251017"
"111","****","公司是全球网络规模第一、客户规模第一、收入规模第一的通信信息","0.11%","20251017"
"111","****","国内综合规模TOP3的第三方数据中心运营商","-4.13%","20251017"
"111","****","子公司森华易腾深耕数据中心20+年，收购金云公司扩大资源优势","-1.27%","20251017"
"111","****","先后落地“中国移动扬州智算中心项目”与“中国电信江北仪征智算","-2.9%","20251017"
"111","****","公司是国内大规模的数据中心运营商之一","-2.77%","20251017"
"111","****","南凌科技在中国SASE市场稳居第四位","-3.04%","20251017"
"111","****","公司连续十八年入选“中国光器件与辅助设备及原材料最具竞争力企","-2.75%","20251017"
"111","****","公司在NORFlash领域全球市占率第二，达23%。","-3.32%","20251017"
"111","****","全球蜂窝物联网模组龙头，份额全球第一，布局物联网解决方案及车","-6.46%","20251017"
"111","****","全球前十大厂商占据光纤光缆市场88.2%的市场份额，其中长飞","-3.57%","20251017"
"111","****","全球唯一集“光通信系统、光纤光缆、光电子器件”光通信三大战略","-4.02%","20251017"
"111","****","深圳国资委旗下，业务覆盖光纤光缆、智能网络及军工信息化等领域","-1.4%","20251017"
"111","****","中国第一家同时主导制定线缆及连接器国际标准的民营企业","-5.38%","20251017"
"111","****","以太网交换机市场份额31.1%、服务器市场份额12.6%","-4.07%","20251017"
"111","****","交换机、无线产品、云桌面等多个领域市场排名靠前","1.44%","20251017"
"111","****","中兴通讯在电信市场服务器份额第一，公司拥有全系列服务器产品","-9.99%","20251017"
"111","****","锐捷在国内数据中心交换机市场份额为19.2%，位列第三","-6.5%","20251017"
"111","****","公司深耕数通、网通、汽车电子及EMS等产品线，相关产品出","-4.39%","20251017"
"111","****","公司连续十八年入选“中国光器件与辅助设备及原材料最具竞争力企","-2.75%","20251017"
"111","****","800G、1.6T模块加速释放","-2.6%","20251017"
"111","****","武汉国资委旗下，激光产业的知名高科技公司，光模块业务全球第八","-4.27%","20251017"
"111","****","“现金奶牛”收益稳健，数据资源入表带来估值提升空间","1.17%","20251017"
"111","****","公司是全球网络规模第一、客户规模第一、收入规模第一的通信信息","0.11%","20251017"
"111","****","国内综合规模TOP3的第三方数据中心运营商","-4.13%","20251017"
"111","****","子公司森华易腾深耕数据中心20+年，收购金云公司扩大资源优势","-1.27%","20251017"
"111","****","先后落地“中国移动扬州智算中心项目”与“中国电信江北仪征智算","-2.9%","20251017"
"111","****","公司是国内大规模的数据中心运营商之一","-2.77%","20251017"
"111","****","南凌科技在中国SASE市场稳居第四位","-3.04%","20251017"
"111","****","林业产业一体化经营的企业","0%","20251017"
"111","****","全球毛纺隐形冠军，羊毛羊绒双轮驱动。","1.19%","20251017"
"111","****","上海电气核岛主设备国内综合市场占有率持续居于行业第一，生产世","-5.29%","20251017"
"111","****","电磁发射系统成套设备龙头制造商，公司特种发射相关的产品技术与","-5.14%","20251017"
"111","****","国内最大的甲硝唑原料药生产企业，2-甲基-5-硝基咪唑、乙二","-3.71%","20251017"
"111","****","国内领先的软件与信息技术服务商，华为鸿蒙核心合作伙伴","-4.28%","20251017"
"111","****","从事电线电缆、高分子材料、汽车充电设备的研发生产。超高压绝缘","-8.51%","20251017"
"111","****","公司在NORFlash领域全球市占率第二，达23%。","-3.32%","20251017"
"111","****","主营电子元器件产品分销，拥有拥有SK海力士、联发科及","-3.95%","20251017"
"111","****","公司已形成信号链和电源管理器两大类别上百款产品，并广泛应用于","-4.52%","20251017"
"111","****","HVDC电源领先，HVDC有望逐渐取代UPS","-9.99%","20251017"
"111","****","数据中心、通信电源领先","-5.75%","20251017"
"111","****","国产高功率服务器电源龙头企业","-8.48%","20251017"
"111","****","HVDC电源领先，HVDC有望逐渐取代UPS","-9.99%","20251017"
"111","****","2025年出海销量持续超预期","-2.37%","20251017"
"111","****","从事电线电缆、高分子材料、汽车充电设备的研发生产。超高压绝缘","-8.51%","20251017"
"111","****","全球蜂窝物联网模组龙头，份额全球第一，布局物联网解决方案及车","-6.46%","20251017"
"111","****","中兴通讯在电信市场服务器份额第一，公司拥有全系列服务器产品","-9.99%","20251017"
"111","****","HVDC电源领先，HVDC有望逐渐取代UPS","-9.99%","20251017"
"111","****","HVDC电源领先，HVDC有望逐渐取代UPS","-9.99%","20251017"
"111","****","2025年出海销量持续超预期","-2.37%","20251017"
"111","****","从事电线电缆、高分子材料、汽车充电设备的研发生产。超高压绝缘","-8.51%","20251017"
"111","****","HVDC电源领先，HVDC有望逐渐取代UPS","-9.99%","20251017"
"111","****","公司在NORFlash领域全球市占率第二，达23%。","-3.32%","20251017"
"111","****","主营电子元器件产品分销，拥有拥有SK海力士、联发科及","-3.95%","20251017"
"111","****","公司已形成信号链和电源管理器两大类别上百款产品，并广泛应用于","-4.52%","20251017"
"111","****","HVDC电源领先，HVDC有望逐渐取代UPS","-9.99%","20251017"
"111","****","数据中心、通信电源领先","-5.75%","20251017"
"111","****","国产高功率服务器电源龙头企业","-8.48%","20251017"
"111","****","通用汽油机点火器在全球市场占有率排名第一数码变频发电机变流","-6.51%","20251017"
"111","****","以军工业务为主，在国防光电测控领域领先地位。大股东长春光机所","-5.38%","20251017"
"111","****","HVDC电源领先，HVDC有望逐渐取代UPS","-9.99%","20251017"
"111","****","数据中心、通信电源领先","-5.75%","20251017"
"111","****","数据中心用柴油发电机组市占率国内第三，15%","-6.4%","20251017"
"111","****","国产高功率服务器电源龙头企业","-8.48%","20251017"
"111","****","双金属带锯条市占率国内第一，世界第三，收购雅达进军电源业务","-8.2%","20251017"
"111","****","中国电子信息集团旗下;国产CPU出货量国内第一","-1.85%","20251017"
"111","****","主营电子元器件产品分销，拥有拥有SK海力士、联发科及","-3.95%","20251017"
"111","****","服务器出货量全球第二，存储装机容量全球第三，人工智能服务器销","-4.45%","20251017"
"111","****","主营建筑业务，实控人控股华鲲振宇有注入预期","-3.92%","20251017"
"111","****","神州鲲泰服务器为鲲鹏领先级合作伙伴昇腾优选级合作伙伴","-4.35%","20251017"
"111","****","国产高端处理器龙头，国内为数不多同时具备高端通用处理器（CP","-2.04%","20251017"
"111","****","主营电子元器件产品分销，拥有拥有SK海力士、联发科及","-3.95%","20251017"
"111","****","A股最大的参股上海微电子的企业，产业园区开发与股权投资并行发","-6.05%","20251017"
"111","****","CPU国内生态体系完善度第三，推出了自主指令系统龙架构","-5.1%","20251017"
"111","****","公司已拥有8种40余款嵌入式CPU内核，汽车电子","-6.14%","20251017"
"111","****","公司是国内大规模的数据中心运营商之一","-2.77%","20251017"
"111","****","深圳国资委旗下，业务覆盖光纤光缆、智能网络及军工信息化等领域","-1.4%","20251017"
"111","****","锐捷在国内数据中心交换机市场份额为19.2%，位列第三","-6.5%","20251017"
"111","****","公司连续十八年入选“中国光器件与辅助设备及原材料最具竞争力企","-2.75%","20251017"
"111","****","子公司森华易腾深耕数据中心20+年，收购金云公司扩大资源优势","-1.27%","20251017"
"111","****","公司是国内大规模的数据中心运营商之一","-2.77%","20251017"
"111","****","公司连续十八年入选“中国光器件与辅助设备及原材料最具竞争力企","-2.75%","20251017"
"111","****","深圳国资委旗下，业务覆盖光纤光缆、智能网络及军工信息化等领域","-1.4%","20251017"
"111","****","锐捷在国内数据中心交换机市场份额为19.2%，位列第三","-6.5%","20251017"
"111","****","公司连续十八年入选“中国光器件与辅助设备及原材料最具竞争力企","-2.75%","20251017"
"111","****","子公司森华易腾深耕数据中心20+年，收购金云公司扩大资源优势","-1.27%","20251017"
"111","****","公司是国内大规模的数据中心运营商之一","-2.77%","20251017"
"111","****","电磁发射系统成套设备龙头制造商，公司特种发射相关的产品技术与","-5.14%","20251017"
"111","****","主营电子元器件产品分销，拥有拥有SK海力士、联发科及","-3.95%","20251017"
"111","****","主营电子元器件产品分销，拥有拥有SK海力士、联发科及","-3.95%","20251017"
"111","****","中国电子信息集团旗下;国产CPU出货量国内第一","-1.85%","20251017"
"111","****","主营电子元器件产品分销，拥有拥有SK海力士、联发科及","-3.95%","20251017"
"111","****","服务器出货量全球第二，存储装机容量全球第三，人工智能服务器销","-4.45%","20251017"
"111","****","主营建筑业务，实控人控股华鲲振宇有注入预期","-3.92%","20251017"
"111","****","神州鲲泰服务器为鲲鹏领先级合作伙伴昇腾优选级合作伙伴","-4.35%","20251017"
"111","****","国产高端处理器龙头，国内为数不多同时具备高端通用处理器（CP","-2.04%","20251017"
"111","****","主营电子元器件产品分销，拥有拥有SK海力士、联发科及","-3.95%","20251017"
"111","****","CPU国内生态体系完善度第三，推出了自主指令系统龙架构","-5.1%","20251017"
"111","****","公司已拥有8种40余款嵌入式CPU内核，汽车电子","-6.14%","20251017"
"111","****","公司是国内大规模的数据中心运营商之一","-2.77%","20251017"
"111","****","深圳国资委旗下，业务覆盖光纤光缆、智能网络及军工信息化等领域","-1.4%","20251017"
"111","****","锐捷在国内数据中心交换机市场份额为19.2%，位列第三","-6.5%","20251017"
"111","****","公司连续十八年入选“中国光器件与辅助设备及原材料最具竞争力企","-2.75%","20251017"
"111","****","子公司森华易腾深耕数据中心20+年，收购金云公司扩大资源优势","-1.27%","20251017"
"111","****","公司是国内大规模的数据中心运营商之一","-2.77%","20251017"
"111","****","公司连续十八年入选“中国光器件与辅助设备及原材料最具竞争力企","-2.75%","20251017"
"111","****","深圳国资委旗下，业务覆盖光纤光缆、智能网络及军工信息化等领域","-1.4%","20251017"
"111","****","锐捷在国内数据中心交换机市场份额为19.2%，位列第三","-6.5%","20251017"
"111","****","公司连续十八年入选“中国光器件与辅助设备及原材料最具竞争力企","-2.75%","20251017"
"111","****","子公司森华易腾深耕数据中心20+年，收购金云公司扩大资源优势","-1.27%","20251017"
"111","****","公司是国内大规模的数据中心运营商之一","-2.77%","20251017"
"111","****","电磁发射系统成套设备龙头制造商，公司特种发射相关的产品技术与","-5.14%","20251017"
"111","****","主营电子元器件产品分销，拥有拥有SK海力士、联发科及","-3.95%","20251017"
"111","****","主营电子元器件产品分销，拥有拥有SK海力士、联发科及","-3.95%","20251017"
"111","****","中国电子信息集团旗下;国产CPU出货量国内第一","-1.85%","20251017"
"111","****","已形成了“电机+电控+氢燃料电池”的完整产业链，市占率全球领","9.96%","20251020"
"111","****","中国建材旗下上市公司，宁夏地区水泥、商品混凝土龙头企业。华鲲","-0.9%","20251020"
"111","****","主营电子元器件产品分销，拥有拥有SK海力士、联发科及","-4.32%","20251020"
"111","****","已形成了“电机+电控+氢燃料电池”的完整产业链，市占率全球领","9.96%","20251020"
"111","****","专注于小功率电机和微特电机换向器，具备较强的市场竞争力","20%","20251020"
"111","****","动力工具锂电池龙头，BBU电芯掀起新增量","2.66%","20251020"
"111","****","全球A1服务器代工市占率第一，35%-40%。全球唯一具备","3.42%","20251020"
"111","****","公司连续十八年入选“中国光器件与辅助设备及原材料最具竞争力企","1.31%","20251020"
"111","****","中国电子信息集团旗下;国产CPU出货量国内第一","0.31%","20251020"
"111","****","珠海国资委旗下，行业领先的光电子器件生产商，全球少数能提供海","4.06%","20251020"
"111","****","国内安卓手机红外截止滤光片出货量国内第一，GPON滤光片、T","5.45%","20251020"
"111","****","精密光电薄膜元器件供应商，国内红外截止滤光片第二","-0.32%","20251020"
"111","****","生产的数据中心用CWDM滤光片、应用于WSS模块的光学元件、","2.06%","20251020"
"111","****","公司是国内少数具备100G/200G/400G/800G","4%","20251020"
"111","****","公司连续十八年入选“中国光器件与辅助设备及原材料最具竞争力企","1.31%","20251020"
"111","****","新型异质结电池铜电镀装备生产商，高端自动化设备龙头。逐步切入","3.26%","20251020"
"111","****","全球10GDFB激光器芯片市场中，源杰科技市占率第一，","14.49%","20251020"
"111","****","公司高速传输电缆单通道最高传输速率224Gb/s","2.27%","20251020"
"111","****","国产GPU进度第一，拥有4款GPU产品。公司在国内机载航电系","4.87%","20251020"
"111","****","主营电子元器件产品分销，拥有拥有SK海力士、联发科及","-4.32%","20251020"
"111","****","主营电子元器件产品分销，拥有拥有SK海力士、联发科及","-4.32%","20251020"
"111","****","服务器出货量全球第二，存储装机容量全球第三，人工智能服务器销","0.53%","20251020"
"111","****","主营建筑业务，实控人控股华鲲振宇有注入预期","2.01%","20251020"
"111","****","神州鲲泰服务器为鲲鹏领先级合作伙伴昇腾优选级合作伙伴","0.93%","20251020"
"111","****","国产高端处理器龙头，国内为数不多同时具备高端通用处理器（CP","0.21%","20251020"
"111","****","主营电子元器件产品分销，拥有拥有SK海力士、联发科及","-4.32%","20251020"
"111","****","CPU国内生态体系完善度第三，推出了自主指令系统龙架构","-0.33%","20251020"
"111","****","公司已拥有8种40余款嵌入式CPU内核，汽车电子","2.25%","20251020"
"111","****","公司是国内大规模的数据中心运营商之一","0.38%","20251020"
"111","****","深圳国资委旗下，业务覆盖光纤光缆、智能网络及军工信息化等领域","1.31%","20251020"
"111","****","锐捷在国内数据中心交换机市场份额为19.2%，位列第三","0.07%","20251020"
"111","****","公司连续十八年入选“中国光器件与辅助设备及原材料最具竞争力企","1.31%","20251020"
"111","****","子公司森华易腾深耕数据中心20+年，收购金云公司扩大资源优势","0%","20251020"
"111","****","公司是国内大规模的数据中心运营商之一","0.38%","20251020"
"111","****","公司连续十八年入选“中国光器件与辅助设备及原材料最具竞争力企","1.31%","20251020"
"111","****","深圳国资委旗下，业务覆盖光纤光缆、智能网络及军工信息化等领域","1.31%","20251020"
"111","****","锐捷在国内数据中心交换机市场份额为19.2%，位列第三","0.07%","20251020"
"111","****","公司连续十八年入选“中国光器件与辅助设备及原材料最具竞争力企","1.31%","20251020"
"111","****","子公司森华易腾深耕数据中心20+年，收购金云公司扩大资源优势","0%","20251020"
"111","****","公司是国内大规模的数据中心运营商之一","0.38%","20251020"
"111","****","电磁发射系统成套设备龙头制造商，公司特种发射相关的产品技术与","0.21%","20251020"
"111","****","外销为主的笔记本、平板电脑等消费电子产品ODM厂商","-6.62%","20251021"
"111","****","掌握人脸识别、视频结构化、知识图谱、大数据等人工智能核心技术","1.69%","20251021"
"111","****","珠海国资委旗下，行业领先的光电子器件生产商，全球少数能提供海","2.72%","20251021"
"111","****","国内安卓手机红外截止滤光片出货量国内第一，GPON滤光片、T","7.86%","20251021"
"111","****","精密光电薄膜元器件供应商，国内红外截止滤光片第二","-0.13%","20251021"
"111","****","生产的数据中心用CWDM滤光片、应用于WSS模块的光学元件、","5.78%","20251021"
"111","****","公司是国内少数具备100G/200G/400G/800G","6.55%","20251021"
"111","****","公司连续十八年入选“中国光器件与辅助设备及原材料最具竞争力企","3.45%","20251021"
"111","****","新型异质结电池铜电镀装备生产商，高端自动化设备龙头。逐步切入","2.46%","20251021"
"111","****","全球10GDFB激光器芯片市场中，源杰科技市占率第一，","20%","20251021"
"111","****","公司高速传输电缆单通道最高传输速率224Gb/s","2.89%","20251021"
"111","****","主营电子元器件产品分销，拥有拥有SK海力士、联发科及","9.03%","20251021"
"111","****","全球A1服务器代工市占率第一，35%-40%。全球唯一具备","9.57%","20251021"
"111","****","亮点：机器人零件供货数个头部公司，是全球领先的精密制造公司，","-1.08%","20251021"
"111","****","国家级高新技术企业","4.43%","20251021"
"111","****","参股公司紫光同创是国内领先的FPGA厂商","1.74%","20251021"
"111","****","智能组装、监测设备供货苹果，苹果占公司营收40%；半导体检测","2.19%","20251021"
"111","****","国内规模最大、品种最全的非离子型碘造影剂产品生产企业","2.25%","20251021"
"111","****","中国建材旗下上市公司，宁夏地区水泥、商品混凝土龙头企业。华鲲","0.08%","20251021"
"111","****","已形成了“电机+电控+氢燃料电池”的完整产业链，市占率全球领","2.96%","20251021"
"111","****","中国建材旗下上市公司，宁夏地区水泥、商品混凝土龙头企业。华鲲","0.08%","20251021"
"111","****","主营电子元器件产品分销，拥有拥有SK海力士、联发科及","9.03%","20251021"
"111","****","已形成了“电机+电控+氢燃料电池”的完整产业链，市占率全球领","2.96%","20251021"
"111","****","专注于小功率电机和微特电机换向器，具备较强的市场竞争力","-1.97%","20251021"
"111","****","动力工具锂电池龙头，BBU电芯掀起新增量","2.81%","20251021"
"111","****","全球A1服务器代工市占率第一，35%-40%。全球唯一具备","9.57%","20251021"
"111","****","公司连续十八年入选“中国光器件与辅助设备及原材料最具竞争力企","3.45%","20251021"
"111","****","中国电子信息集团旗下;国产CPU出货量国内第一","1.37%","20251021"
"111","****","珠海国资委旗下，行业领先的光电子器件生产商，全球少数能提供海","2.72%","20251021"
"111","****","国内安卓手机红外截止滤光片出货量国内第一，GPON滤光片、T","7.86%","20251021"
"111","****","精密光电薄膜元器件供应商，国内红外截止滤光片第二","-0.13%","20251021"
"111","****","生产的数据中心用CWDM滤光片、应用于WSS模块的光学元件、","5.78%","20251021"
"111","****","公司是国内少数具备100G/200G/400G/800G","6.55%","20251021"
"111","****","公司连续十八年入选“中国光器件与辅助设备及原材料最具竞争力企","3.45%","20251021"
"111","****","新型异质结电池铜电镀装备生产商，高端自动化设备龙头。逐步切入","2.46%","20251021"
"111","****","全球10GDFB激光器芯片市场中，源杰科技市占率第一，","20%","20251021"
"111","****","公司高速传输电缆单通道最高传输速率224Gb/s","2.89%","20251021"
"111","****","国产GPU进度第一，拥有4款GPU产品。公司在国内机载航电系","0.72%","20251021"
"111","****","主营电子元器件产品分销，拥有拥有SK海力士、联发科及","9.03%","20251021"
"111","****","主营电子元器件产品分销，拥有拥有SK海力士、联发科及","9.03%","20251021"
"111","****","服务器出货量全球第二，存储装机容量全球第三，人工智能服务器销","3.8%","20251021"
"111","****","主营建筑业务，实控人控股华鲲振宇有注入预期","0.86%","20251021"
"111","****","神州鲲泰服务器为鲲鹏领先级合作伙伴昇腾优选级合作伙伴","1.94%","20251021"
"111","****","国产高端处理器龙头，国内为数不多同时具备高端通用处理器（CP","3.57%","20251021"
"111","****","主营电子元器件产品分销，拥有拥有SK海力士、联发科及","9.03%","20251021"
"111","****","CPU国内生态体系完善度第三，推出了自主指令系统龙架构","2.14%","20251021"
"111","****","公司已拥有8种40余款嵌入式CPU内核，汽车电子","5.31%","20251021"
"111","****","公司是国内大规模的数据中心运营商之一","1.89%","20251021"
"111","****","主营工业自动化设备以及精密零部件制造业务，是裸电芯制作和电芯","10%","20251022"
"111","****","国内规模最大、品种最全的非离子型碘造影剂产品生产企业","-0.18%","20251022"
"111","****","深圳国资委旗下，业务覆盖光纤光缆、智能网络及军工信息化等领域","0%","20251022"
"111","****","中国电子信息集团旗下;国产CPU出货量国内第一","-1.11%","20251022"
"111","****","国产高端处理器龙头，国内为数不多同时具备高端通用处理器（CP","2.06%","20251022"
"111","****","CPU国内生态体系完善度第三，推出了自主指令系统龙架构","-0.81%","20251022"
"111","****","主营电子元器件产品分销，拥有拥有SK海力士、联发科及","2.68%","20251022"
"111","****","国产GPU进度第一，拥有4款GPU产品。公司在国内机载航电系","-2.03%","20251022"
